title,type,year,choreographer,aka,akac,label
Qele Qele,Circle,2018,Fred Lerouge,Qele Qele,Fred Lerouge,Qele Qele
Que Sera,Partner,2008,Gila Paz,Que Sera,Gila Paz,Que Sera
Que Vendra,Line,2019,Maurice Perez,Que Vendra,Maurice Perez,Que Vendra
Quizas,Partner,2006,Gila Paz,Quizas,Gila Paz,Quizas
Ra'al Mesukan (Poison Ivy),Line,1990,Raanan Mor,Raal Mesukan Poison Ivy,Raanan Mor,Ra'al Mesukan (Poison Ivy)
Rabbi Nachman,Circle,2018,Elad Shtamer,Rabbi Nachman,Elad Shtamer,Rabbi Nachman
Rabotai Hahistoria,Circle,1900,Amnon Sha'uli,Rabotai Hahistoria,Amnon Shauli,Rabotai Hahistoria
Rachaman Rachem (Rachamon Rachem),Circle,2008,Shmulik Gov Ari,Rachaman Rachem Rachamon Rachem,Shmulik Gov Ari,Rachaman Rachem (Rachamon Rachem)
Rachamei Shamaeim,Circle,2013,Shmulik Gov Ari,Rachamei Shamaeim,Shmulik Gov Ari,Rachamei Shamaeim
Rachamim,Partner,1985,Yankale Levy,Rachamim,Yankale Levy,Rachamim
Rachamim Lev Ha'olam,Circle,2002,Avi Levy,Rachamim Lev Haolam,Avi Levy,Rachamim Lev Ha'olam
Rachavat Harikudim,Partner,2004,Rafi Ziv,Rachavat Harikudim,Rafi Ziv,Rachavat Harikudim
Rachel,Partner,1977,Dani Dassa,Rachel,Dani Dassa,"Rachel (Partner, Dani Dassa)"
Rachel,Partner,1979,Shlomo Bachar,Rachel,Shlomo Bachar,"Rachel (Partner, Shlomo Bachar)"
Rachel,Partner,1992,Baruch Cohen,Rachel,Baruch Cohen,"Rachel (Partner, Baruch Cohen)"
Rachman Rachem (Rachamon Rachem),Partner,2003,Israel Yakovee,Rachman Rachem Rachamon Rachem,Israel Yakovee,Rachman Rachem (Rachamon Rachem)
Rachok Karov (Karov Rachok),Partner,1997,Yom Tov Ochayon,Rachok Karov Karov Rachok,Yom Tov Ochayon,Rachok Karov (Karov Rachok)
Rachok Mikulam,Partner,2018,Sharon Elkaslassy,Rachok Mikulam,Sharon Elkaslassy,Rachok Mikulam
Rachok Rachok,Partner,1996,Gadi Bitton,Rachok Rachok,Gadi Bitton,Rachok Rachok
Rad Halaila,Circle,1969,Dani Dassa,Rad Halaila,Dani Dassa,"Rad Halaila (Circle, Dani Dassa)"
Rad Halaila,Circle,1981,Yo'av Ashriel,Rad Halaila,Yoav Ashriel,"Rad Halaila (Circle, Yo'av Ashriel)"
Rad Halaila,Circle,1995,Barry Avidan,Rad Halaila,Barry Avidan,"Rad Halaila (Circle, Barry Avidan)"
Radio Ramalla,Circle,2003,Gadi Bitton,Radio Ramalla,Gadi Bitton,Radio Ramalla
Rafsoda,Circle,2015,Gadi Bitton,Rafsoda,Gadi Bitton,Rafsoda
Ragga,Line,2007,Roselien Buys,Ragga,Roselien Buys,Ragga
Ragga Boom,Line,2008,Jennie Berger,Ragga Boom,Jennie Berger,Ragga Boom
Raglu,Line,2009, ,Raglu, ,Raglu
Raiti Bach Ishah,Partner,2005,Yaron Malihi,Raiti Bach Ishah,Yaron Malihi,Raiti Bach Ishah
Raiti Bachalom,Circle,1983,Dani Dassa,Raiti Bachalom,Dani Dassa,Raiti Bachalom
Raiti Be'eynaich,Partner,2001,Gadi Bitton,Raiti Beeynaich,Gadi Bitton,Raiti Be'eynaich
Rak Ahava,Partner,2007,Chayim Ochayon,Rak Ahava,Chayim Ochayon,Rak Ahava
Rak Ahava Tavi Ahava,Circle,2004,Levi Bargil,Rak Ahava Tavi Ahava,Levi Bargil,Rak Ahava Tavi Ahava (Circle)
Rak Ahava Tavi Ahava,Line,2003,Marsha Erlich,Rak Ahava Tavi Ahava,Marsha Erlich,Rak Ahava Tavi Ahava (Line)
Rak Al Atsmi,Partner,1998,Avi Levy,Rak Al Atsmi,Avi Levy,Rak Al Atsmi
Rak Al Tagid,Partner,2006,Avi Levy,Rak Al Tagid,Avi Levy,Rak Al Tagid
Rak Aluma (Rak Aluma Li Achat),Circle,1990,Ya'ir Menashe,Rak Aluma Rak Aluma Li Achat,Yair Menashe,Rak Aluma (Rak Aluma Li Achat)
Rak At,Partner,1999,Gadi Bitton,Rak At,Gadi Bitton,Rak At
Rak At Yoda'at,Partner,2008,Israel Shiker,Rak At Yodaat,Israel Shiker,Rak At Yoda'at
Rak Ata,Partner,2001,Marco Ben Shimon,Rak Ata,Marco Ben Shimon,Rak Ata
Rak Ata (Elokim),Circle,2010,Moshe Eskayo,Rak Ata Elokim,Moshe Eskayo,Rak Ata (Elokim)
Rak Be Israel,Circle,1982,Amnon Sha'uli,Rak Be Israel,Amnon Shauli,Rak Be Israel
Rak Beyachad Nenatseach,Circle,2005,Dudu Barzilay,Rak Beyachad Nenatseach,Dudu Barzilay,Rak Beyachad Nenatseach
Rak Bishvilcha,Circle,2006,Israel Shiker,Rak Bishvilcha,Israel Shiker,Rak Bishvilcha
Rak Chiyuch Echad,Partner,1997,Avner Naim,Rak Chiyuch Echad,Avner Naim,"Rak Chiyuch Echad (Partner, Avner Naim)"
Rak Chiyuch Echad,Partner,1998,Ya'ir Harel,Rak Chiyuch Echad,Yair Harel,"Rak Chiyuch Echad (Partner, Ya'ir Harel)"
Rak Ehevini,Partner,1999,Dudu Barzilay,Rak Ehevini,Dudu Barzilay,Rak Ehevini
Rak Elayich,Circle,2004,Yom Tov Ochayon,Rak Elayich,Yom Tov Ochayon,Rak Elayich
Rak Elayich Halev Rotseh,Circle,2009,Sam (Shmuel) Ashkenazi,Rak Elayich Halev Rotseh,Sam Shmuel Ashkenazi,Rak Elayich Halev Rotseh
Rak Elohim Yishpot Oti,Circle,2016,Moshik Sardinas,Rak Elohim Yishpot Oti,Moshik Sardinas,Rak Elohim Yishpot Oti
Rak Elohim Yode'a,Circle,2013,Oren Ashkenazi,Rak Elohim Yodea,Oren Ashkenazi,Rak Elohim Yode'a
Rak Elokim,Circle,2009,Erez Tabul,Rak Elokim,Erez Tabul,Rak Elokim
Rak Eth Kolech Eshma,Circle,2004,Matti Goldschmidt,Rak Eth Kolech Eshma,Matti Goldschmidt,Rak Eth Kolech Eshma
Rak Etmol,Circle,2012,Nurit Melamed,Rak Etmol,Nurit Melamed,Rak Etmol
Rak Etmol Nolda,Circle,1995,Itzik Lezebnic,Rak Etmol Nolda,Itzik Lezebnic,Rak Etmol Nolda
Rak Hahatchalah,Circle,1987,Shmulik Gov Ari,Rak Hahatchalah,Shmulik Gov Ari,Rak Hahatchalah
Rak Haketsev Medaber,Circle,2018,Avi Levy,Rak Haketsev Medaber,Avi Levy,Rak Haketsev Medaber
Rak Hed Kolech (Shir Hayona),Partner,1992,Shlomo Maman,Rak Hed Kolech Shir Hayona,Shlomo Maman,Rak Hed Kolech (Shir Hayona)
Rak Itach,Partner,1993,Tuvia Tishler,Rak Itach,Tuvia Tishler,"Rak Itach (Partner, Tuvia Tishler)"
Rak Itach,Partner,2001,Victor Gabbay,Rak Itach,Victor Gabbay,"Rak Itach (Partner, Victor Gabbay)"
Rak Itach,Partner,2011,Yossi Azani,Rak Itach,Yossi Azani,"Rak Itach (Partner, Yossi Azani)"
Rak Kan,Circle,2014,Oren Ashkenazi,Rak Kan,Oren Ashkenazi,Rak Kan
Rak Ketsat,Circle,1997,Levi Bargil,Rak Ketsat,Levi Bargil,Rak Ketsat
Rak Otach,Partner,2000,Moshe Shem Tov,Rak Otach,Moshe Shem Tov,Rak Otach
Rak Oto,Partner,2016,Nona Malki,Rak Oto,Nona Malki,Rak Oto
Rak Shelach,Partner,2012,Yaron Ben Simhon,Rak Shelach,Yaron Ben Simhon,Rak Shelach
Rak Sheli,Circle,2007,Kobi Michaeli,Rak Sheli,Kobi Michaeli,Rak Sheli
Rak Sheshamayim Yishmeau,Circle,2015,Yaron Malihi,Rak Sheshamayim Yishmeau,Yaron Malihi,Rak Sheshamayim Yishmeau
Rak Shir Ga'agu'im,Partner,2006,Chayim Ochayon,Rak Shir Gaaguim,Chayim Ochayon,Rak Shir Ga'agu'im
Rak Tachzor,Circle,2018,Shlomo Maman,Rak Tachzor,Shlomo Maman,Rak Tachzor
Rak Techaiychi Elai,Partner,2003,Moshe Telem,Rak Techaiychi Elai,Moshe Telem,Rak Techaiychi Elai
Rak Teda,Circle,2016,Ofer Alfasi,Rak Teda,Ofer Alfasi,Rak Teda
Rak Ted'I,Partner,2016,Gadi Bitton,Rak TedI,Gadi Bitton,Rak Ted'I
Rak Tov Al Haolam,Circle,2016,Nurit Melamed,Rak Tov Al Haolam,Nurit Melamed,Rak Tov Al Haolam
Rakadnu Kol Halayla,Partner,2019,Yaron Elfasy,Rakadnu Kol Halayla,Yaron Elfasy,Rakadnu Kol Halayla
Rakafot,Partner,2015,Marco Ben Shimon,Rakafot,Marco Ben Shimon,Rakafot
Rakavot,Partner,2003,Ilan Benedict,Rakavot,Ilan Benedict,Rakavot
Rakefet,Circle,2016,Avi Levy,Rakefet,Avi Levy,"Rakefet (Circle, Avi Levy)"
Rakefet,Circle,1960,Raaya Spivak,Rakefet,Raaya Spivak,"Rakefet (Circle, Raaya Spivak)"
Rakefet,Circle,1981,Dani Dassa,Rakefet,Dani Dassa,"Rakefet (Circle, Dani Dassa)"
Rakefet,Circle,1981,Shlomo Bachar,Rakefet,Shlomo Bachar,"Rakefet (Circle, Shlomo Bachar)"
Rakefet,Partner,1956,Yo'av Ashriel,Rakefet,Yoav Ashriel,Rakefet (Partner)
Rakefet Hasela (Rakefet),Circle,1998,Avner Naim,Rakefet Hasela Rakefet,Avner Naim,Rakefet Hasela (Rakefet)
Rakevet Achrona,Partner,2008,Oren Ashkenazi,Rakevet Achrona,Oren Ashkenazi,Rakevet Achrona
Rakevet Laila Lekahir,Line,1986,Itzik Biton,Rakevet Laila Lekahir,Itzik Biton,Rakevet Laila Lekahir
Ramalla Tel Aviv,Line,2008,Orly Setareh,Ramalla Tel Aviv,Orly Setareh,Ramalla Tel Aviv
Ramaya,Line,1992,Shalom Amar,Ramaya,Shalom Amar,Ramaya
Ranenu,PartnerT,1978,Shlomo Bachar,Ranenu,Shlomo Bachar,Ranenu
Ranenu Chassidim,U,1900, ,Ranenu Chassidim, ,Ranenu Chassidim
Ranila Mama,Circle,2012,Ira Weisburd,Ranila Mama,Ira Weisburd,Ranila Mama
Rap Teimani (Yemenite Rap) (Tsina El Yamen),Circle,2001,Israel Yakovee,Rap Teimani Yemenite Rap Tsina El Yamen,Israel Yakovee,Rap Teimani (Yemenite Rap) (Tsina El Yamen)
Rats El Ha'or,Circle,2011,Eran Bitton; Gadi Bitton,Rats El Haor,Eran Bitton Gadi Bitton,Rats El Ha'or
Rats Elaich,Circle,2012,Nurit Melamed,Rats Elaich,Nurit Melamed,Rats Elaich
Ratsa Habaita,Partner,2010,Rafi Ziv,Ratsa Habaita,Rafi Ziv,Ratsa Habaita
Ratsiti,Partner,2007,Yoram Sasson,Ratsiti,Yoram Sasson,Ratsiti
Ratsiti Ledaber al Shalom,Circle,2009,Sam (Shmuel) Ashkenazi,Ratsiti Ledaber al Shalom,Sam Shmuel Ashkenazi,Ratsiti Ledaber al Shalom
Ratsiti Lehachlif,Circle,1992,Amnon Sha'uli,Ratsiti Lehachlif,Amnon Shauli,Ratsiti Lehachlif
Ratsiti Lesaper,Circle,2017,Tamir Shalev,Ratsiti Lesaper,Tamir Shalev,Ratsiti Lesaper
Ratsiti Lichtov Lach'Michtav,Partner,1997,Victor Gabbay,Ratsiti Lichtov LachMichtav,Victor Gabbay,Ratsiti Lichtov Lach'Michtav
Ratsiti Rak,Circle,2010,Eli Segal,Ratsiti Rak,Eli Segal,Ratsiti Rak
Ratsiti Rak Lomar,Line,2019,Moshiko Halevy,Ratsiti Rak Lomar,Moshiko Halevy,Ratsiti Rak Lomar
Ratsiti Sheteda,Circle,1992,Amnon Sha'uli,Ratsiti Sheteda,Amnon Shauli,Ratsiti Sheteda
Rav Chovel,Circle,2012,Elad Shtamer,Rav Chovel,Elad Shtamer,Rav Chovel
Rava Dolta,Line,2003,Moshiko Halevy,Rava Dolta,Moshiko Halevy,Rava Dolta
Raya,Partner,1993,Ya'ir Menashe,Raya,Yair Menashe,Raya
Reach Yam,Circle,2010,Mali Lipson; Moshe,Reach Yam,Mali Lipson Moshe,Reach Yam
Rebe Rebe,Circle,2015,Rafi Ziv,Rebe Rebe,Rafi Ziv,Rebe Rebe
Rebecca,Line,1988,Unknown,Rebecca,Unknown,Rebecca
Rechavia,Circle,1986,Amnon Sha'uli,Rechavia,Amnon Shauli,Rechavia
Rechev Esh,Circle,1987,David Ben Na'im; Israel Shiker,Rechev Esh,David Ben Naim Israel Shiker,Rechev Esh
Rechov Hayarkon,Line,1994,Faerstein; Berman,Rechov Hayarkon,Faerstein Berman,Rechov Hayarkon
Red Rose Tango,Partner,1993,Israel Shiker,Red Rose Tango,Israel Shiker,Red Rose Tango
Rega,Circle,2018,Nurit Melamed,Rega,Nurit Melamed,Rega (Circle)
Rega,Partner,1998,Gadi Bitton,Rega,Gadi Bitton,Rega (Partner)
Rega Echad Shel Netsach,Partner,2007,Revital Golan,Rega Echad Shel Netsach,Revital Golan,Rega Echad Shel Netsach
Rega Gadol,Partner,2012,Shimon Shuker,Rega Gadol,Shimon Shuker,Rega Gadol
Rega Levad,Circle,2010,Itzik Ben Dahan,Rega Levad,Itzik Ben Dahan,Rega Levad
Rega Lifnei,Partner,2007,Asher Oshri,Rega Lifnei,Asher Oshri,Rega Lifnei
Rega Mechayayich,Partner,2010,Yaron Ben Simhon,Rega Mechayayich,Yaron Ben Simhon,Rega Mechayayich
Rega Mushlam,Circle,2019,Nurit Melamed,Rega Mushlam,Nurit Melamed,Rega Mushlam
Rega Sheket,Circle,2012,Yaron Malihi,Rega Sheket,Yaron Malihi,Rega Sheket
Rega Shel Chesed,Circle,2019,Oren Bachar,Rega Shel Chesed,Oren Bachar,Rega Shel Chesed
Rega Shel Osher,Partner,2011,Yaron Malihi,Rega Shel Osher,Yaron Malihi,Rega Shel Osher
Rega Shel Sheket,Partner,2015,Mali Lipson; Moshe,Rega Shel Sheket,Mali Lipson Moshe,Rega Shel Sheket
Rega Yalda,Partner,2001,Chayim Ochayon,Rega Yalda,Chayim Ochayon,Rega Yalda
Regabiti (Regabity),Line,2016,Chen Shporen,Regabiti Regabity,Chen Shporen,Regabiti (Regabity)
Regaim,Circle,2005,Vardit Bar-Nes,Regaim,Vardit BarNes,Regaim (Circle)
Regaim,Partner,2018,David Ben Naim,Regaim,David Ben Naim,"Regaim (Partner, David Ben Naim)"
Regaim,Partner,2004,Israel Shiker,Regaim,Israel Shiker,"Regaim (Partner, Israel Shiker)"
Regaim Arukim,Circle,2018,Rachel Edri Cohen,Regaim Arukim,Rachel Edri Cohen,Regaim Arukim
Rega'im Shel Osher,Partner,1993,Yaron Elfasy,Regaim Shel Osher,Yaron Elfasy,Rega'im Shel Osher
Regalo,Line,2008,Alberto Zirlinger,Regalo,Alberto Zirlinger,Regalo
Regalyim Teimaniot,Circle,1999,Ira Weisburd,Regalyim Teimaniot,Ira Weisburd,Regalyim Teimaniot
Regashot,Partner,2008,Adi Atiram,Regashot,Adi Atiram,Regashot
Regel Rokedet,Circle,1992,Yoram Rachmany,Regel Rokedet,Yoram Rachmany,Regel Rokedet
Regesh Meorav (Lama Lidog Hayom),Circle,1992,Yoram Sasson,Regesh Meorav Lama Lidog Hayom,Yoram Sasson,Regesh Meorav (Lama Lidog Hayom)
Regge Ray (Dance Fever),Line,2005,Sagi Azran,Regge Ray Dance Fever,Sagi Azran,Regge Ray (Dance Fever)
Rei'ach Dudayim,Partner,1990,Shmulik Gov Ari,Reiach Dudayim,Shmulik Gov Ari,Rei'ach Dudayim
Rei'ach Hadarim,Partner,2010,Rafi Ziv,Reiach Hadarim,Rafi Ziv,Rei'ach Hadarim
Rei'ach Hadas,Partner,1985,Moshiko Halevy,Reiach Hadas,Moshiko Halevy,Rei'ach Hadas
Rei'ach Hasadeh,Circle,1991,Didi Dosh,Reiach Hasadeh,Didi Dosh,Rei'ach Hasadeh
Rei'ach Shel Yasmin (Hamsin Shel Nisan),Circle,2003,Oren Shmuel,Reiach Shel Yasmin Hamsin Shel Nisan,Oren Shmuel,Rei'ach Shel Yasmin (Hamsin Shel Nisan)
Rei'ach Tapuach,Circle,1972,Moshe Eskayo,Reiach Tapuach,Moshe Eskayo,Rei'ach Tapuach
Rei'ach Tapuach Odem Shani,Partner,1963,Yo'av Ashriel,Reiach Tapuach Odem Shani,Yoav Ashriel,Rei'ach Tapuach Odem Shani
Rei'ach Vatseva,Circle,1993,Avi Perez,Reiach Vatseva,Avi Perez,Rei'ach Vatseva
Reichan Gruzini,Circle,1997,Moshiko Halevy,Reichan Gruzini,Moshiko Halevy,Reichan Gruzini
Reichot Shel Alcohol,Circle,2016,Ilan Benedict,Reichot Shel Alcohol,Ilan Benedict,Reichot Shel Alcohol
Reidat Adama,Line,1973,Yo'av Ashriel,Reidat Adama,Yoav Ashriel,Reidat Adama
Reiyach Menta,Circle,2004,Rafi Ziv,Reiyach Menta,Rafi Ziv,Reiyach Menta
Reiyach Menta (Menta),Circle,1996,Amnon Amram,Reiyach Menta Menta,Amnon Amram,Reiyach Menta (Menta)
Remez,Partner,1989,Avi Perez,Remez,Avi Perez,"Remez (Partner, Avi Perez)"
Remez,Partner,1989,Meir Shem Tov,Remez,Meir Shem Tov,"Remez (Partner, Meir Shem Tov)"
Renanim,Partner;Mixer,1984,Moshiko Halevy,Renanim,Moshiko Halevy,Renanim
Requiem,Line,2017,Elad Perl; Tamir David,Requiem,Elad Perl Tamir David,Requiem
Reshet Hashvilim (Lechad Hahayalim),Partner,1978,Bentzi Tiram,Reshet Hashvilim Lechad Hahayalim,Bentzi Tiram,Reshet Hashvilim (Lechad Hahayalim)
Respect,Line,1990,Raanan Mor,Respect,Raanan Mor,Respect
Retson Ha'el,Circle,2006,Se'adia Amishai,Retson Hael,Seadia Amishai,Retson Ha'el
Return to Sender,Line,1994,Shlomo Bachar,Return to Sender,Shlomo Bachar,Return to Sender
Reyach Bustanim,Circle,2015,Israel Shiker,Reyach Bustanim,Israel Shiker,Reyach Bustanim
Rhythm Is A Dancer,Line,1900,Benny Levy,Rhythm Is A Dancer,Benny Levy,Rhythm Is A Dancer
Rige'i Kasem,Circle,2010,Avi Perez,Rigei Kasem,Avi Perez,Rige'i Kasem
Rige'i Nachat (Regim Sheel Nachat),Partner,2000,Oren Shmuel,Rigei Nachat Regim Sheel Nachat,Oren Shmuel,Rige'i Nachat (Regim Sheel Nachat)
Rigushim Ktanim,Line,2017,Orly Shemesh,Rigushim Ktanim,Orly Shemesh,Rigushim Ktanim
Rijaya,Circle,2012,Omri Mugzach,Rijaya,Omri Mugzach,Rijaya
Rikdi,Circle,1990,Channa Geraphi,Rikdi,Channa Geraphi,Rikdi
Rikid Leili,Circle,2015,Ohad Atia,Rikid Leili,Ohad Atia,Rikid Leili
Rikud Bama'agal (Bama'agal),Circle,2002,Avner Naim,Rikud Bamaagal Bamaagal,Avner Naim,Rikud Bama'agal (Bama'agal)
Rikud Chadash,Circle,2016,Gadi Bitton,Rikud Chadash,Gadi Bitton,Rikud Chadash
Rikud Chalutsim (Kulanu Ktsat Rusim),Circle,1996,Tuvia Tishler,Rikud Chalutsim Kulanu Ktsat Rusim,Tuvia Tishler,Rikud Chalutsim (Kulanu Ktsat Rusim)
Rikud Chassidi,Circle,1976,Shlomo Bachar,Rikud Chassidi,Shlomo Bachar,Rikud Chassidi
Rikud Chatsuf,Partner,2000,Yankale Ziv,Rikud Chatsuf,Yankale Ziv,Rikud Chatsuf
Rikud Chatuna,Circle,1992, ,Rikud Chatuna, ,Rikud Chatuna
Rikud Chazak,Circle,2010,Yuval Tabashi,Rikud Chazak,Yuval Tabashi,Rikud Chazak
Rikud Chushani,Partner,2013,Avi Perez,Rikud Chushani,Avi Perez,Rikud Chushani
Rikud Eileen,Circle,1987,Moshe Eskayo,Rikud Eileen,Moshe Eskayo,Rikud Eileen
Rikud Hachatuna,Partner,1974,Kaptson Clamentine,Rikud Hachatuna,Kaptson Clamentine,"Rikud Hachatuna (Partner, Kaptson Clamentine)"
Rikud Hachatuna,Partner,2005,Levi Bargil,Rikud Hachatuna,Levi Bargil,"Rikud Hachatuna (Partner, Levi Bargil)"
Rikud Hachayim,Partner,2001,Marco Ben Shimon,Rikud Hachayim,Marco Ben Shimon,Rikud Hachayim
Rikud Hacowboy,Partner,1989,Reuben Partock,Rikud Hacowboy,Reuben Partock,Rikud Hacowboy
Rikud Ha'esh,Circle,2009,Eli Segal,Rikud Haesh,Eli Segal,Rikud Ha'esh
Rikud Hakabtsanim,,1992,Folk,Rikud Hakabtsanim,Folk,Rikud Hakabtsanim
Rikud Hakad (La'ahuvi Asiti Kad),Partner,1961,Yo'av Ashriel,Rikud Hakad Laahuvi Asiti Kad,Yoav Ashriel,Rikud Hakad (La'ahuvi Asiti Kad)
Rikud Hamechona,Circle,2005,Gadi Bitton,Rikud Hamechona,Gadi Bitton,Rikud Hamechona
Rikud Hanavi,Circle,2008,Dana Guterman,Rikud Hanavi,Dana Guterman,Rikud Hanavi
Rikud Haneurim (Maagalim),Partner,2016,Gadi Bitton,Rikud Haneurim Maagalim,Gadi Bitton,Rikud Haneurim (Maagalim)
Rikud Haprachim,Partner,2001,Moshe Telem,Rikud Haprachim,Moshe Telem,Rikud Haprachim
Rikud Harabi,,1978, ,Rikud Harabi, ,Rikud Harabi
Rikud Hashabbat,,1978, ,Rikud Hashabbat, ,Rikud Hashabbat
Rikud Hashalom (Hamilchamah Ha'achronah),Circle,1980,Ira Weisburd,Rikud Hashalom Hamilchamah Haachronah,Ira Weisburd,Rikud Hashalom (Hamilchamah Ha'achronah)
Rikud Hashe'arim,Circle,2019,Tamir Shalev,Rikud Hashearim,Tamir Shalev,Rikud Hashe'arim
Rikud Hashishim Lamdina,CircleLine,2008, ,Rikud Hashishim Lamdina, ,Rikud Hashishim Lamdina
Rikud Hashorty (Shorty Biggy),Line,2005,Carina Saslavsky,Rikud Hashorty Shorty Biggy,Carina Saslavsky,Rikud Hashorty (Shorty Biggy)
Rikud Hashvatim,Line,2009,Ohad Atia; Gadi Bitton,Rikud Hashvatim,Ohad Atia Gadi Bitton,Rikud Hashvatim
Rikud Hasombrero (Shir Hagitara),Partner,1991,Israel Shiker,Rikud Hasombrero Shir Hagitara,Israel Shiker,Rikud Hasombrero (Shir Hagitara)
Rikud Hasvivon,,1992,Folk,Rikud Hasvivon,Folk,Rikud Hasvivon
Rikud Hatayalim (Bimtsataim Uvtupim),Partner,1949,Gurit Kadman,Rikud Hatayalim Bimtsataim Uvtupim,Gurit Kadman,Rikud Hatayalim (Bimtsataim Uvtupim)
Rikud Hayareach,Partner,2008,Tuvia Tishler,Rikud Hayareach,Tuvia Tishler,Rikud Hayareach
Rikud Hazugot,Partner,1948,Yardena Cohen,Rikud Hazugot,Yardena Cohen,Rikud Hazugot
Rikud Heydani (Heydani Dance),PartnerT,1990,Israel Yakovee,Rikud Heydani Heydani Dance,Israel Yakovee,Rikud Heydani (Heydani Dance)
Rikud Katan,Partner,2008,Asher Oshri,Rikud Katan,Asher Oshri,Rikud Katan
Rikud Layovel (Polka Layovel),Circle,1998,Avi Perez,Rikud Layovel Polka Layovel,Avi Perez,Rikud Layovel (Polka Layovel)
Rikud Leili,Circle,2015,Ohad Atia,Rikud Leili,Ohad Atia,Rikud Leili
Rikud Lekabalat Shabbat (Lecha Dodi),Circle,1977,Motti Elfasy,Rikud Lekabalat Shabbat Lecha Dodi,Motti Elfasy,Rikud Lekabalat Shabbat (Lecha Dodi)
Rikud Leka'its,Partner,1900,Maurice Perez,Rikud Lekaits,Maurice Perez,Rikud Leka'its
Rikud Lemangina,Circle,2002,Meliss Jakubovic Bachar,Rikud Lemangina,Meliss Jakubovic Bachar,Rikud Lemangina
Rikud Lishnayim,Partner,1984,Motti Elfasy,Rikud Lishnayim,Motti Elfasy,Rikud Lishnayim
Rikud Metoraf,Partner,2002,Avi Levy,Rikud Metoraf,Avi Levy,Rikud Metoraf
Rikud Meyutam,Partner,1998,Victor Gabbay,Rikud Meyutam,Victor Gabbay,Rikud Meyutam
Rikud Mitsva,Partner,1969,Yo'av Ashriel,Rikud Mitsva,Yoav Ashriel,Rikud Mitsva
Rikud Moledet,Circle,2016,Maurice Perez,Rikud Moledet,Maurice Perez,Rikud Moledet
Rikud Neurim,Partner,1992,David Edery,Rikud Neurim,David Edery,Rikud Neurim
Rikud Obsession,Partner,2008,David Dassa,Rikud Obsession,David Dassa,Rikud Obsession
Rikud Romanti,Partner,2007,Yaron Ben Simhon,Rikud Romanti,Yaron Ben Simhon,Rikud Romanti
Rikud Russi,PartnerKids,2015,Levi Bargil,Rikud Russi,Levi Bargil,Rikud Russi
Rikud Same'ach,Circle,1986,Dani Dassa,Rikud Sameach,Dani Dassa,Rikud Same'ach (Circle)
Rikud Same'ach,Line,1977,Tzvi Fridhaber,Rikud Sameach,Tzvi Fridhaber,Rikud Same'ach (Line)
Rikud Simcha,Circle,1900,Tzvi Fridhaber,Rikud Simcha,Tzvi Fridhaber,Rikud Simcha
Rikud Sof Hame'ah,Circle,2011,Chayim Ochayon,Rikud Sof Hameah,Chayim Ochayon,Rikud Sof Hame'ah
Rikudei Am Ba,Circle,2003,Israel Shiker,Rikudei Am Ba,Israel Shiker,Rikudei Am Ba
Rikudi,Circle,2005,Avi Amsalam,Rikudi,Avi Amsalam,Rikudi
Rikusalsa,Line,2000,Diego; Ariadna Faerstein,Rikusalsa,Diego Ariadna Faerstein,Rikusalsa
Rikutango,Partner,2008,Ariadna Faerstein,Rikutango,Ariadna Faerstein,Rikutango
Rina,Partner,1989,Corinne Chochem,Rina,Corinne Chochem,"Rina (Partner, Corinne Chochem)"
Rina,Partner,1993,Tuvia Tishler,Rina,Tuvia Tishler,"Rina (Partner, Tuvia Tishler)"
Rio De Janero,Partner,2004,Shlomo Maman,Rio De Janero,Shlomo Maman,"Rio De Janero (Partner, Shlomo Maman)"
Rio De Janero,Partner,2008,Asher Ellazam,Rio De Janero,Asher Ellazam,"Rio De Janero (Partner, Asher Ellazam)"
Rishonim,Partner,1900,Shlomo Maman,Rishonim,Shlomo Maman,Rishonim
Riverdance,Line,1999,Unknown,Riverdance,Unknown,Riverdance
Ro'ah Be'einecha,Partner,1999,Tuvia Tishler,Roah Beeinecha,Tuvia Tishler,Ro'ah Be'einecha
Roar,Line;Kids,2015,Levi Bargil,Roar,Levi Bargil,Roar
Ro'at Hatson,Circle,2009,Shmulik Gov Ari,Roat Hatson,Shmulik Gov Ari,Ro'at Hatson
Rock 'n' Roll,Partner,1991,Roni Siman Tov,Rock n Roll,Roni Siman Tov,Rock 'n' Roll
Rock 'n' Roll 2,Partner,2006,Roni Siman Tov,Rock n Roll 2,Roni Siman Tov,Rock 'n' Roll 2
Rodef Smalot,Partner,1984,Itzik Appleboim,Rodef Smalot,Itzik Appleboim,Rodef Smalot
Roeh Veroah,Circle,1951,Leah Bergstein,Roeh Veroah,Leah Bergstein,"Roeh Veroah (Circle, Leah Bergstein)"
Roeh Veroah,Circle,1900,Yankale Levy,Roeh Veroah,Yankale Levy,"Roeh Veroah (Circle, Yankale Levy)"
Roeh Veroah,Partner,1961,Yo'av Ashriel,Roeh Veroah,Yoav Ashriel,"Roeh Veroah (Partner, Yo'av Ashriel)"
Roeh Veroah,Partner,1973,Eliyahu Gamliel,Roeh Veroah,Eliyahu Gamliel,"Roeh Veroah (Partner, Eliyahu Gamliel)"
Rogah,Circle,2005,Meir Shem Tov,Rogah,Meir Shem Tov,Rogah
